Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
15/07/2018,LTCUSD,76.2,79.25,75.36,78.51,82843.15,6432213.53
14/07/2018,LTCUSD,76.68,77.44,75.68,76.2,68448.74,5231890.38
13/07/2018,LTCUSD,76.97,78.49,75.24,76.68,120226.69,9266808.08
12/07/2018,LTCUSD,78.35,78.35,74.5,76.97,133966.93,10176700.23
11/07/2018,LTCUSD,75.95,80.84,75.48,78.35,114721.6,8892246.23
10/07/2018,LTCUSD,80.49,80.5,74.51,75.95,213999.36,16456944.54
09/07/2018,LTCUSD,82.2,83.07,80.02,80.49,107947.11,8818468.83
08/07/2018,LTCUSD,84.7,85.72,82,82.2,84191.95,7080584.09
07/07/2018,LTCUSD,82.96,85.2,79.42,84.7,102546.6,8403555.43
06/07/2018,LTCUSD,83.29,84.01,80.76,82.96,91174.21,7554675.62
05/07/2018,LTCUSD,85.4,86.81,82,83.29,137192.74,11555776.22
04/07/2018,LTCUSD,84.96,89,83.51,85.4,120101.73,10332327.55
03/07/2018,LTCUSD,85.45,90,84.01,84.96,219149.69,19042849.54
02/07/2018,LTCUSD,79.89,86.84,78.32,85.45,188323.18,15820485.47
01/07/2018,LTCUSD,81.01,81.39,77.72,79.89,89710.2,7147888.78
30/06/2018,LTCUSD,78.94,84.5,78.94,81.01,171970.96,14015714.19
29/06/2018,LTCUSD,74.25,80.48,72.44,78.94,240080.02,18073746.26
28/06/2018,LTCUSD,80.73,81.2,74.01,74.25,178880.7,13956573.41
27/06/2018,LTCUSD,75.8,81.97,74.9,80.73,194228.74,15244138.33
26/06/2018,LTCUSD,81.67,82.53,75.37,75.8,167765.33,13295551.19
25/06/2018,LTCUSD,80.61,84.49,78.8,81.67,224912.21,18359843.51
24/06/2018,LTCUSD,83.21,83.75,73.46,80.61,381179.84,30001351.42
23/06/2018,LTCUSD,85.03,87.11,81.59,83.21,148994.64,12494523.95
22/06/2018,LTCUSD,96.69,96.79,80.29,85.03,392004.45,34107959.72
21/06/2018,LTCUSD,97.83,99.17,96.15,96.69,81996.24,7972266.34
20/06/2018,LTCUSD,98.58,99,95.51,97.83,95985.85,9339620.93
19/06/2018,LTCUSD,98.63,101.65,97,98.58,124366.63,12298252.74
18/06/2018,LTCUSD,95.01,99.7,93.2,98.63,150898.54,14567348.07
17/06/2018,LTCUSD,96.67,98,94.75,95.01,63236.2,6082701.25
16/06/2018,LTCUSD,95.54,97.64,92.79,96.67,89340.44,8553521.29
15/06/2018,LTCUSD,101.12,101.12,94.75,95.54,151557.1,14855205.96
14/06/2018,LTCUSD,93.82,103.06,93,101.12,347145.58,33945569.66
13/06/2018,LTCUSD,100.19,100.57,89.25,93.82,384682.27,36275943.66
12/06/2018,LTCUSD,107.47,107.95,97.5,100.19,262545.7,26843165.51
11/06/2018,LTCUSD,106.97,109.02,103.2,107.47,215525.44,22895230.08
10/06/2018,LTCUSD,117.43,117.43,103.35,106.97,327703.18,35878803.85
09/06/2018,LTCUSD,120.04,120.95,117.15,117.43,55200.53,6581197.97
08/06/2018,LTCUSD,121.63,121.95,118.59,120.04,76616.4,9169873.48
07/06/2018,LTCUSD,121.37,123.48,119.47,121.63,88176.2,10726260.8
06/06/2018,LTCUSD,121.87,122.67,118.48,121.37,94214.85,11365097.25
05/06/2018,LTCUSD,119.87,122.49,116.17,121.87,121243.35,14459608.68
04/06/2018,LTCUSD,125,126.69,118.22,119.87,100888.09,12225070.09
03/06/2018,LTCUSD,123.66,127.95,122.56,125,94472.36,11859886.17
02/06/2018,LTCUSD,119.88,124.46,118.52,123.66,95095.09,11623915.42
01/06/2018,LTCUSD,118.36,120.71,117,119.88,88134.71,10456884.26
31/05/2018,LTCUSD,117.18,120.99,116.49,118.36,111379.6,13237664.82
30/05/2018,LTCUSD,119.52,122.86,115,117.18,128200.86,15236208.38
29/05/2018,LTCUSD,111.24,122.7,110,119.52,185221.83,21670111.66
28/05/2018,LTCUSD,117.83,118.95,110.51,111.24,177641.23,20256381.54
27/05/2018,LTCUSD,118.33,118.98,116.51,117.83,76249.99,8963121.29
26/05/2018,LTCUSD,119.05,122.63,117.5,118.33,76424.12,9182551.15
25/05/2018,LTCUSD,122.99,124.44,117.28,119.05,132908.99,15978098.97
24/05/2018,LTCUSD,118.85,125.25,115.11,122.99,209793.9,25315887.2
23/05/2018,LTCUSD,128.11,129.35,116.27,118.85,295309.11,36108103.18
22/05/2018,LTCUSD,134.26,135.75,127.6,128.11,124256.58,16350860.01
21/05/2018,LTCUSD,139.38,139.98,133.53,134.26,94096.82,12822339.23
20/05/2018,LTCUSD,135,140.7,132.2,139.38,99079.12,13632023.21
19/05/2018,LTCUSD,136.3,138.01,133.25,135,87531.06,11868864.35
18/05/2018,LTCUSD,132.65,137.6,129.1,136.3,198197.55,26330667.32
17/05/2018,LTCUSD,139.36,141.75,131.37,132.65,166516.42,22766473.2
16/05/2018,LTCUSD,139.78,140.99,135,139.36,176798.14,24299021.89
15/05/2018,LTCUSD,147.32,149.71,138.1,139.78,228011.98,32696412.44
14/05/2018,LTCUSD,144.43,152.88,134.5,147.32,379578.25,54539250.31
13/05/2018,LTCUSD,142,146.73,137.2,144.43,154787.63,22063811.92
12/05/2018,LTCUSD,136.51,145,131.88,142,218253.86,30278811.61
11/05/2018,LTCUSD,148.18,148.61,133.52,136.51,427428.3,60481101.3
10/05/2018,LTCUSD,156.83,160.45,148.02,148.18,185257.89,28624795.2
09/05/2018,LTCUSD,158.98,160.24,151.05,156.83,206075.83,32165101.8
08/05/2018,LTCUSD,164.09,168.1,157.01,158.98,250704.11,40523123.25
07/05/2018,LTCUSD,171.07,171.62,157.25,164.09,292957.68,48004502.02
06/05/2018,LTCUSD,177.73,181.95,165.1,171.07,284016.17,48940449.89
05/05/2018,LTCUSD,168.2,182.35,167.03,177.73,339751.38,59515540.83
04/05/2018,LTCUSD,161,171.28,157.19,168.2,301807.45,49355523.28
03/05/2018,LTCUSD,150.8,163.35,150.69,161,332902.72,52560431.57
02/05/2018,LTCUSD,147.99,152.88,146.53,150.8,138839.04,20710810.62
01/05/2018,LTCUSD,148.32,148.75,142.73,147.99,194431.84,28244569.5
30/04/2018,LTCUSD,153.24,153.79,147.06,148.32,149706.56,22553363.94
29/04/2018,LTCUSD,151.82,156.39,148.22,153.24,165668.75,25261651.1
28/04/2018,LTCUSD,145.9,152.94,145,151.82,150693.07,22652453.45
27/04/2018,LTCUSD,153.1,153.75,145.29,145.9,236590.77,35559221.74
26/04/2018,LTCUSD,145,154.65,142.2,153.1,260424.35,38334151.47
25/04/2018,LTCUSD,164.72,164.84,138.8,145,623575.97,94027542.62
24/04/2018,LTCUSD,152.59,165.87,152.59,164.72,516695.48,83400578.6
23/04/2018,LTCUSD,146.59,153.24,146.35,152.59,203735.48,30709808.99
22/04/2018,LTCUSD,148.3,153,145.01,146.59,201136.34,30004825.36
21/04/2018,LTCUSD,155.71,157.1,141.02,148.3,360706.78,53851736.48
20/04/2018,LTCUSD,146.34,156.46,143.31,155.71,406638.56,60992096.67
19/04/2018,LTCUSD,140.49,147.74,138.88,146.34,287301.15,41079412.57
18/04/2018,LTCUSD,132.21,141.64,132.11,140.49,266123.3,36574504.3
17/04/2018,LTCUSD,128.63,140.55,128.62,132.21,409927.77,55365666.19
16/04/2018,LTCUSD,132.52,133.36,125.11,128.63,261540.78,33541452.32
15/04/2018,LTCUSD,126.42,132.77,126.42,132.52,225123.25,29347571.47
14/04/2018,LTCUSD,125.46,129.8,124.3,126.42,195877.9,24836038.27
13/04/2018,LTCUSD,129.53,133.5,124,125.46,486506.74,62741778.64
12/04/2018,LTCUSD,117.95,131,113.3,129.53,613586.57,74764347.47
11/04/2018,LTCUSD,114.16,119.72,113.21,117.95,172583.5,19886736.96
10/04/2018,LTCUSD,114.91,115.39,112,114.16,164500.96,18745181.08
09/04/2018,LTCUSD,117.67,122.97,113.01,114.91,309201.1,36265988.17
08/04/2018,LTCUSD,116.06,118.39,115.18,117.67,111412.5,13025154.47
07/04/2018,LTCUSD,112.93,119.59,112.68,116.06,189396.1,22209425.72
06/04/2018,LTCUSD,118.78,120.49,112.1,112.93,219048.93,25167538.05
05/04/2018,LTCUSD,118.24,122.87,113.75,118.78,344253.14,40748603.61
04/04/2018,LTCUSD,134.12,135.1,115.5,118.24,429872.44,52739285.65
03/04/2018,LTCUSD,119.1,137.89,118.3,134.12,408212.97,52630413.08
02/04/2018,LTCUSD,114.96,121.62,114.04,119.1,230191.94,27277187.27
01/04/2018,LTCUSD,116.28,118.59,110.01,114.96,248966.61,28412269.3
31/03/2018,LTCUSD,118.45,125.78,115.54,116.28,308160.49,37204383.92
30/03/2018,LTCUSD,114.53,126.91,109.27,118.45,652450.94,76159198.13
29/03/2018,LTCUSD,131.7,132.54,112.11,114.53,697468.02,83612973.79
28/03/2018,LTCUSD,134.64,139.75,130.11,131.7,285865.16,38319337.32
27/03/2018,LTCUSD,148.24,149.48,134.46,134.64,349421.31,49313467.36
26/03/2018,LTCUSD,160.18,160.62,142,148.24,348049.84,51915131.35
25/03/2018,LTCUSD,159,163.08,157.69,160.18,135648.87,21733911.65
24/03/2018,LTCUSD,168.64,169.5,158.41,159,186835.81,30778989.77
23/03/2018,LTCUSD,163.83,168.97,157.06,168.64,229238.69,36957783.29
22/03/2018,LTCUSD,168.69,172.5,160.11,163.83,252435.88,41765481
21/03/2018,LTCUSD,169.17,175.5,165.14,168.69,329488.93,56338509.61
20/03/2018,LTCUSD,161.33,174,155.56,169.17,380506.67,62882845.68
19/03/2018,LTCUSD,154,164,150.47,161.33,419998.88,65892799.18
18/03/2018,LTCUSD,152.66,157.5,137.12,154,604100.79,88340471.24
17/03/2018,LTCUSD,165.32,165.48,151.18,152.66,306054.81,48263993.37
16/03/2018,LTCUSD,164.21,172,158.56,165.32,299857.78,49646107.57
15/03/2018,LTCUSD,160.69,167.77,150,164.21,487488.49,77967778.27
14/03/2018,LTCUSD,175.5,177.9,157.5,160.69,386277.41,64134271.29
13/03/2018,LTCUSD,177.89,182,171.31,175.5,247589.47,43648299.51
12/03/2018,LTCUSD,188.33,192.89,175,177.89,313292.12,57445532.83
11/03/2018,LTCUSD,177.67,192.84,172.3,188.33,313318.19,57660906.94
10/03/2018,LTCUSD,186.33,194.47,176.1,177.67,303334.6,56369486.38
09/03/2018,LTCUSD,175.79,190,157.27,186.33,699458.18,121168108.7
08/03/2018,LTCUSD,186.42,188.5,174.2,175.79,358219.42,64787817.26
07/03/2018,LTCUSD,196.63,199.35,173.82,186.42,562662.81,104881700.2
06/03/2018,LTCUSD,210.71,210.71,191.34,196.63,376989.01,75867023.31
05/03/2018,LTCUSD,212.97,214.92,209.2,210.71,142219.48,30165126.18
04/03/2018,LTCUSD,210.4,214,205.2,212.97,151531.56,31725632.75
03/03/2018,LTCUSD,212,217.5,209.16,210.4,265163.07,56746943.37
02/03/2018,LTCUSD,209.2,213.3,204.58,212,214579.97,44711095.52
01/03/2018,LTCUSD,202.12,214.88,200.48,209.2,282140.39,58779519.78
28/02/2018,LTCUSD,215.15,223.7,201.4,202.12,359114.51,76358785.38
27/02/2018,LTCUSD,218.74,222.85,212.1,215.15,323337.74,70237096.24
26/02/2018,LTCUSD,218.77,231.5,214.43,218.74,603212.41,134767376.9
25/02/2018,LTCUSD,206.15,223.53,200.35,218.77,453198.89,95986352.47
24/02/2018,LTCUSD,206.52,218.65,194.85,206.15,520443.06,107475961.3
23/02/2018,LTCUSD,192.99,215.8,182.55,206.52,671170.22,133564983.2
22/02/2018,LTCUSD,210.23,221.49,188.56,192.99,657400.32,132887071.3
21/02/2018,LTCUSD,229.5,231.88,204.71,210.23,749037.26,162405686.3
20/02/2018,LTCUSD,222.1,251.9,221.5,229.5,933095.82,223173332.3
19/02/2018,LTCUSD,214.5,225.96,213.5,222.1,243418.21,53856833.71
18/02/2018,LTCUSD,229.9,232.75,212.45,214.5,480492.42,106751481.2
17/02/2018,LTCUSD,228.24,233,225.03,229.9,284652.86,65236998.45
16/02/2018,LTCUSD,221.18,234.75,210.55,228.24,607870.32,135615233.2
15/02/2018,LTCUSD,211.86,237.72,206.25,221.18,1142993.99,255010922.3
14/02/2018,LTCUSD,158.91,219,158.91,211.86,1571663.87,302882839
13/02/2018,LTCUSD,161.5,162,153.4,158.91,212235.45,33492356.64
12/02/2018,LTCUSD,149.26,163.28,149.18,161.5,338906.31,53478122.15
11/02/2018,LTCUSD,155.08,155.78,142.26,149.26,317060.34,47459528.8
10/02/2018,LTCUSD,164.1,169.49,148.02,155.08,614048.68,98533237.96
09/02/2018,LTCUSD,149.1,164.29,142.09,164.1,510707.03,78073701.49
08/02/2018,LTCUSD,137.8,151,136.65,149.1,483516.27,70044546.96
07/02/2018,LTCUSD,141.5,160,130.6,137.8,950404.56,138616008.8
06/02/2018,LTCUSD,124.98,147.98,103.65,141.5,1735100.58,216160464.5
05/02/2018,LTCUSD,147.5,153.87,112,124.98,1261455.6,166640565
04/02/2018,LTCUSD,160.97,175,137,147.5,1095767.35,170853578.5
03/02/2018,LTCUSD,130.69,166.6,120.12,160.97,892909.36,130500748
02/02/2018,LTCUSD,140.6,141.34,100.2,130.69,1192336.87,148138984.7
01/02/2018,LTCUSD,161.9,164.9,125,140.6,745202.67,107062002.7
31/01/2018,LTCUSD,164.25,166.5,155,161.9,308082.43,49439807.95
30/01/2018,LTCUSD,179.57,179.9,158.2,164.25,379801.99,64059921.52
29/01/2018,LTCUSD,191.12,191.12,175.56,179.57,196646.32,35648369.32
28/01/2018,LTCUSD,179.65,192.47,178.65,191.12,219997.31,40610728.76
27/01/2018,LTCUSD,175.71,182,173.96,179.65,168926.78,30130784.35
26/01/2018,LTCUSD,178.86,181.71,166.15,175.71,264755.45,46193883.44
25/01/2018,LTCUSD,180.6,184.8,175,178.86,221870.89,39980503.18
24/01/2018,LTCUSD,178.27,184.69,172.23,180.6,255362.73,45577119.38
23/01/2018,LTCUSD,179.42,186.03,165.01,178.27,352078.73,62072144.01
22/01/2018,LTCUSD,191.25,194.7,165.5,179.42,440729.94,78563452.42
21/01/2018,LTCUSD,210.91,211.09,183.12,191.25,335920.69,65430274.79
20/01/2018,LTCUSD,192.5,214.88,192.5,210.91,353597.87,72401085.39
19/01/2018,LTCUSD,192.6,203,187.1,192.5,390573.96,75645651.27
18/01/2018,LTCUSD,189,211,176.31,192.6,799394.42,156062431.2
17/01/2018,LTCUSD,193.26,216,135,189,1605416.79,277465147.2
16/01/2018,LTCUSD,232.51,233.21,146.6,193.26,1283937.7,249770265.6
15/01/2018,LTCUSD,237.89,244.2,231.11,232.51,208693.2,49681868.74
14/01/2018,LTCUSD,258,268,233.82,237.89,352485.69,87773772.81
13/01/2018,LTCUSD,235.52,263,235.51,258,360949.3,89409593.55
12/01/2018,LTCUSD,226.91,241.99,220.2,235.52,321677.56,74989189.68
11/01/2018,LTCUSD,248.8,253,219.07,226.91,566145,131824249
10/01/2018,LTCUSD,246.89,249.67,232.51,248.8,428753.3,103914498.7
09/01/2018,LTCUSD,255.21,258.75,238.75,246.89,391655.72,98394133.65
08/01/2018,LTCUSD,272.06,273.77,231.42,255.21,554721.79,142102062.6
07/01/2018,LTCUSD,279.42,286.95,265.24,272.06,355270.98,98900360.61
06/01/2018,LTCUSD,246.23,304,245,279.42,797572.82,223407657.4
05/01/2018,LTCUSD,238.91,251.97,236.24,246.23,472803.23,115912325.1
04/01/2018,LTCUSD,244.99,245,226.79,238.91,500544.11,118310542.1
03/01/2018,LTCUSD,253.31,258.54,240.72,244.99,433466.83,107994282.9
02/01/2018,LTCUSD,225.22,262,225.21,253.31,661461.06,163478445.4
01/01/2018,LTCUSD,227.17,232.29,217.66,225.22,246251.23,55290393.45
31/12/2017,LTCUSD,216.03,237.88,210,227.17,424977.27,95255394.17
30/12/2017,LTCUSD,245.79,246,206,216.03,593421.19,134086005
29/12/2017,LTCUSD,251.18,259.5,236.5,245.79,444267.12,110532964.2
28/12/2017,LTCUSD,264.4,266,223.59,251.18,703312.71,171876897.9
27/12/2017,LTCUSD,280.1,286.46,252.81,264.4,448074.35,120686705.4
26/12/2017,LTCUSD,273.52,286.99,273.17,280.1,354259.87,99320734.15
25/12/2017,LTCUSD,278.81,287.4,271.12,273.52,291443.4,81046685.92
24/12/2017,LTCUSD,293.03,295.99,254,278.81,665181.18,183222825.3
23/12/2017,LTCUSD,267.79,321.85,261,293.03,906938.05,265254796.6
22/12/2017,LTCUSD,311,311.89,144,267.79,3042122.91,752324543.4
21/12/2017,LTCUSD,305.59,327.99,291.01,311,671619.27,207103600
20/12/2017,LTCUSD,350.79,350.79,275,305.59,1411721.84,451060113.4
19/12/2017,LTCUSD,359.4,380,324.67,350.79,1347219.95,479241084.4
18/12/2017,LTCUSD,324.74,366.9,305.77,359.4,1085218.68,361242906.8
17/12/2017,LTCUSD,306.86,334.85,303.24,324.74,856739.84,276276206
16/12/2017,LTCUSD,303.79,314.97,280,306.86,754228.33,228354284
15/12/2017,LTCUSD,283.8,322.97,252.22,303.79,1625601.84,473049717.7
14/12/2017,LTCUSD,312.89,324.62,256.1,283.8,1352786.85,397904281.3
13/12/2017,LTCUSD,352.08,372.55,275,312.89,2166396.91,706974876.1
12/12/2017,LTCUSD,218.6,420,213.3,352.08,3558810.11,1081618733
11/12/2017,LTCUSD,150.99,235,149.96,218.6,2276153.02,434156552.9
10/12/2017,LTCUSD,160.95,160.95,135.45,150.99,1238640.06,183506272.8
09/12/2017,LTCUSD,128.97,199,128.96,160.95,3304190.9,524122383.7
08/12/2017,LTCUSD,97.96,144.75,95.8,128.97,2349412.62,281521843.8
07/12/2017,LTCUSD,100.01,102.48,95.01,97.96,931062.65,91695148.91
06/12/2017,LTCUSD,101.01,103.9,97.75,100.01,754511.19,76359902.33
05/12/2017,LTCUSD,104.28,104.29,101.01,101.01,466662.32,47769478.07
04/12/2017,LTCUSD,101.2,104.5,95.47,104.28,580546.21,58651641.82
03/12/2017,LTCUSD,99.65,107.49,97,101.2,759748.83,77645326.96
02/12/2017,LTCUSD,100.16,104.75,98.1,99.65,793874.96,80315925.74
01/12/2017,LTCUSD,85.82,100.77,82,100.16,1324003.28,123587404.8
30/11/2017,LTCUSD,86.7,93.5,78,85.82,1011501.33,86421708.95
29/11/2017,LTCUSD,94.49,103.54,76.01,86.7,1557022.5,148809089.4
28/11/2017,LTCUSD,91.38,94.88,89.96,94.49,559324.32,51865650.93
27/11/2017,LTCUSD,86.62,93.89,86.4,91.38,842786.11,76244993.15
26/11/2017,LTCUSD,89.13,89.21,84.18,86.62,668214.39,57939735.51
25/11/2017,LTCUSD,77.54,89.88,77.24,89.13,1008440.73,84212351.95
24/11/2017,LTCUSD,73.3,77.7,72.51,77.54,521987.53,39127528.2
23/11/2017,LTCUSD,72.31,77.96,71.07,73.3,696781.45,51990244.78
22/11/2017,LTCUSD,70,72.32,70,72.31,319998.06,22769864.1
21/11/2017,LTCUSD,72.62,73,68,70,663599.06,46748553.38
20/11/2017,LTCUSD,71.7,73.25,71.13,72.62,403141.53,29122072.5
19/11/2017,LTCUSD,69.35,73.4,68.55,71.7,519944.75,36792560.95
18/11/2017,LTCUSD,67.5,69.95,65.62,69.35,338051.28,22860729.46
17/11/2017,LTCUSD,70.56,71.46,65.52,67.5,770626.76,52712326.68
16/11/2017,LTCUSD,63.3,72.5,62.52,70.56,845406.44,56599695.12
15/11/2017,LTCUSD,62.33,65.43,62.2,63.3,375892.38,23887754.59
14/11/2017,LTCUSD,61.24,63.57,60.56,62.33,336629.84,20852252.27
13/11/2017,LTCUSD,58.81,62.42,58.23,61.24,358103.57,21650007.76
12/11/2017,LTCUSD,62.49,62.6,57.08,58.81,569163.54,33880961.89
11/11/2017,LTCUSD,59.32,63.99,59.02,62.49,455022.37,28088680.42
10/11/2017,LTCUSD,64.4,65.94,56.13,59.32,809038.98,49164293.6
09/11/2017,LTCUSD,62.46,67.24,61.89,64.4,612290.73,39474791.27
08/11/2017,LTCUSD,60.61,64.3,59.6,62.46,788530.39,48839553.65
07/11/2017,LTCUSD,54.6,63.71,54.6,60.61,734430.83,43989718.75
06/11/2017,LTCUSD,54.67,55.85,53.37,54.6,221445.68,12141984.55
05/11/2017,LTCUSD,55.09,55.53,54.38,54.67,151828.91,8334673.09
04/11/2017,LTCUSD,56.19,56.3,54.65,55.09,159543.16,8846521.28
03/11/2017,LTCUSD,54.35,56.35,53.96,56.19,316100.2,17421121.34
02/11/2017,LTCUSD,53,54.85,50.25,54.35,558252.89,29431467.47
01/11/2017,LTCUSD,55.41,55.6,52.82,53,235905.19,12866276.01
31/10/2017,LTCUSD,56.4,56.81,55.4,55.41,169187.47,9499819.02
30/10/2017,LTCUSD,56.59,58.39,55.85,56.4,186735.09,10618196.55
29/10/2017,LTCUSD,54.52,58,54.26,56.59,189860.48,10706447.15
28/10/2017,LTCUSD,55.24,55.88,54.01,54.52,90591.89,4969553.65
27/10/2017,LTCUSD,55.56,56.15,54.75,55.24,125596.65,6950292
26/10/2017,LTCUSD,56.36,57.16,54.89,55.56,150371.27,8414056.57
25/10/2017,LTCUSD,55.61,56.92,53.55,56.36,257212.47,14149049.75
24/10/2017,LTCUSD,54.76,59.19,52.5,55.61,495668.73,28222463.83
23/10/2017,LTCUSD,56.75,56.75,52.45,54.76,430417.98,23435394.33
22/10/2017,LTCUSD,58.14,58.89,56.12,56.75,190552.52,10883490.88
21/10/2017,LTCUSD,60.12,60.38,56.2,58.14,295361.54,17228531.36
20/10/2017,LTCUSD,59.84,62.2,58.52,60.12,334669.52,20260951.38
19/10/2017,LTCUSD,60.67,61.42,58.34,59.84,368588.99,22114796.92
18/10/2017,LTCUSD,59.19,61.85,52.9,60.67,807129.12,46384019.7
17/10/2017,LTCUSD,64.72,64.99,58.51,59.19,402663.6,24632632.5
16/10/2017,LTCUSD,65.51,66.4,62.33,64.72,348950.5,22505055.61
15/10/2017,LTCUSD,63.94,69.59,62.06,65.51,754176.97,49373563.72
14/10/2017,LTCUSD,58.9,66.85,58.3,63.94,699486.35,44035731.81
13/10/2017,LTCUSD,59.58,60.96,55.25,58.9,838330.64,48885875.96
12/10/2017,LTCUSD,50.81,59.58,50.66,59.58,877101.74,48913693.83
11/10/2017,LTCUSD,50.4,51,50.22,50.81,98337.72,4976387.08
10/10/2017,LTCUSD,50.04,51.48,49.59,50.4,193686.48,9787208.53
09/10/2017,LTCUSD,53.27,53.41,48.15,50.04,441200.03,22302862.77
08/10/2017,LTCUSD,52.57,54.79,52.4,53.27,202571.68,10836154.96
07/10/2017,LTCUSD,52.12,52.85,51.6,52.57,108032.85,5619584.59
06/10/2017,LTCUSD,51.67,52.73,51.4,52.12,146894.31,7666661.2
05/10/2017,LTCUSD,51.16,51.94,50.25,51.67,162259.14,8306090.85
04/10/2017,LTCUSD,52.15,53,50.53,51.16,205244.53,10607789.59
03/10/2017,LTCUSD,53.37,53.59,51.35,52.15,232831.22,12144647.56
02/10/2017,LTCUSD,54.69,55.08,52.62,53.37,225679.25,12175988.95
01/10/2017,LTCUSD,55.26,55.33,53.5,54.69,193400.8,10521708.48
30/09/2017,LTCUSD,52.62,55.92,52.54,55.26,251460.02,13779946.7
29/09/2017,LTCUSD,54.87,54.87,50.35,52.62,531890.21,27969851.93
28/09/2017,LTCUSD,56.88,57.11,54.07,54.87,450031.08,24994200.87
27/09/2017,LTCUSD,52.34,57.44,52.32,56.88,584709.26,32217164.44
26/09/2017,LTCUSD,52.22,54.41,51.5,52.34,352208.21,18602951.13
25/09/2017,LTCUSD,47.7,53.25,47.53,52.22,492373.27,25244875.06
24/09/2017,LTCUSD,49.41,49.58,47.1,47.7,231665.4,11157041.91
23/09/2017,LTCUSD,47.81,50.24,46.45,49.41,324238.93,15755407.32
22/09/2017,LTCUSD,46.61,49.72,45,47.81,680966.11,32038236.39
21/09/2017,LTCUSD,51.57,52.5,45.18,46.61,806762.82,39216208.78
20/09/2017,LTCUSD,52.95,54.6,51.11,51.57,337576.59,17818382.48
19/09/2017,LTCUSD,56.3,56.86,51.38,52.95,605008.86,32737460.72
18/09/2017,LTCUSD,51.37,58,51.36,56.3,871122.67,48130374.53
17/09/2017,LTCUSD,52.47,54.1,47.87,51.37,562899.19,28832154.74
16/09/2017,LTCUSD,52.29,59,50.64,52.47,846875.62,45918520.12
15/09/2017,LTCUSD,45.42,62.41,33.56,52.29,3016209.54,147551269.4
14/09/2017,LTCUSD,61.8,62.6,45.1,45.42,1593960.77,81799190.57
13/09/2017,LTCUSD,66,66.46,57.74,61.8,1087237.79,66727635.61
12/09/2017,LTCUSD,68.28,71.93,65.02,66,578210.49,39525439.59
11/09/2017,LTCUSD,67.44,71.55,65.5,68.28,414829.11,28427324.46
10/09/2017,LTCUSD,71.27,71.44,65.02,67.44,561399.51,38168379.3
09/09/2017,LTCUSD,73.7,74.5,69.1,71.27,425962.1,30501110.51
08/09/2017,LTCUSD,80.23,82.11,68.12,73.7,1038917.92,77270217.2
07/09/2017,LTCUSD,81.47,82.75,77.37,80.23,558711.62,44717214.43
06/09/2017,LTCUSD,74.19,82.67,74.19,81.47,903488.42,71177547.38
05/09/2017,LTCUSD,71.25,74.95,66,74.19,767788.37,54577453.11
04/09/2017,LTCUSD,79.44,79.51,64,71.25,1243123.2,88632223.7
03/09/2017,LTCUSD,79.84,84.62,77.26,79.44,596171.59,48118668.45
02/09/2017,LTCUSD,89.23,93.85,73.87,79.84,1325214.13,108596261.7
01/09/2017,LTCUSD,73.23,98.28,71.51,89.23,1918832.47,161847181.8
31/08/2017,LTCUSD,66.12,74.8,65.22,73.23,1003506.62,70627038.05
30/08/2017,LTCUSD,63.75,67.5,62,66.12,394445.19,25068086.4
29/08/2017,LTCUSD,62.38,64.45,61.25,63.75,446046.51,27972542.26
28/08/2017,LTCUSD,61.56,64.73,58.77,62.38,557309.44,34632663.88
27/08/2017,LTCUSD,51.55,64.67,51.2,61.56,818819.92,48661154.45
26/08/2017,LTCUSD,51.11,52,50,51.55,164481.14,8391050.76
25/08/2017,LTCUSD,51.09,52.2,50.1,51.11,260657.54,13339340.81
24/08/2017,LTCUSD,53.31,53.46,50.23,51.09,399542.95,20693493.89
23/08/2017,LTCUSD,46.43,55,46.08,53.31,587970.95,29992702.14
22/08/2017,LTCUSD,47.99,47.99,44.65,46.43,230933.96,10689921.71
21/08/2017,LTCUSD,45.57,48.87,44.9,47.99,245860.86,11519871.63
20/08/2017,LTCUSD,45.18,47.15,44.07,45.57,155487.28,7140128.4
19/08/2017,LTCUSD,46.69,47,43.76,45.18,158517.69,7138151.66
18/08/2017,LTCUSD,43.88,47.99,43.29,46.69,362938.83,16558869.54
17/08/2017,LTCUSD,43.8,44.7,43.13,43.88,163343.59,7183196.25
16/08/2017,LTCUSD,43.1,44.94,42.01,43.8,194822.61,8494213.68
15/08/2017,LTCUSD,45.59,45.7,41.65,43.1,307879.07,13315246.53
14/08/2017,LTCUSD,45.22,46.34,44.82,45.59,198807.8,9047466.21
13/08/2017,LTCUSD,46.33,47.38,44.05,45.22,275657.03,12629514.17
12/08/2017,LTCUSD,47.08,47.8,46.01,46.33,242306.22,11403666.51
11/08/2017,LTCUSD,47.2,47.71,46.6,47.08,188300.07,8854856.27
10/08/2017,LTCUSD,47.69,48.6,47.01,47.2,173654.63,8305846.32
09/08/2017,LTCUSD,49.06,49.95,46.66,47.69,301286.41,14547545.84
08/08/2017,LTCUSD,45.99,49.98,45.76,49.06,375801.36,17815265.6
07/08/2017,LTCUSD,45.33,46.5,45.01,45.99,162214.37,7423505.97
06/08/2017,LTCUSD,45.85,46.65,44.78,45.33,180656.09,8219176.22
05/08/2017,LTCUSD,43.07,47.09,43.06,45.85,345316.35,15723047.94
